reporting_year,reporting_month,organization,action_as_per_source,enforcement_type,proactive_flag,topic,value,units,date,year,month,quarter,month_sin,month_cos,platform_avg_enforcement,topic_avg_enforcement,log_value,organization_encoded,action_as_per_source_encoded,enforcement_type_encoded,proactive_flag_encoded,topic_encoded,units_encoded
2022,7,facebook,Content Actioned,content actioned,Unknown,child endangerment - sexual exploitation,518.5,value in thousands,2022-07-01,2022,7,3,-0.4999999999999997,-0.8660254037844388,114.48907967032967,194.28551401869157,6.252866810539282,0,10,1,1,6,4
2022,7,facebook,Proactive Rate,content actioned,Proactive,dangerous organizations and individuals: organized hate,99.7,value in percentage,2022-07-01,2022,7,3,-0.4999999999999997,-0.8660254037844388,114.48907967032967,55.39217391304348,4.612145799724517,0,15,1,0,11,3
2022,7,facebook,Content Actioned,content actioned,Unknown,dangerous organizations and individuals: organized hate,108.6,value in thousands,2022-07-01,2022,7,3,-0.4999999999999997,-0.8660254037844388,114.48907967032967,55.39217391304348,4.696837374513915,0,10,1,1,11,4
2022,7,facebook,Proactive Rate,content actioned,Proactive,dangerous organizations and individuals: terrorism,99.8,value in percentage,2022-07-01,2022,7,3,-0.4999999999999997,-0.8660254037844388,114.48907967032967,98.71608695652174,4.613138355637268,0,15,1,0,12,3
2022,7,facebook,Content Actioned,content actioned,Unknown,dangerous organizations and individuals: terrorism,998.5,value in thousands,2022-07-01,2022,7,3,-0.4999999999999997,-0.8660254037844388,114.48907967032967,98.71608695652174,6.907255153940455,0,10,1,1,12,4
2022,7,facebook,Proactive Rate,content actioned,Proactive,hate speech,93.4,value in percentage,2022-07-01,2022,7,3,-0.4999999999999997,-0.8660254037844388,114.48907967032967,362.6427983539094,4.547541073151455,0,15,1,0,14,3
2022,7,facebook,Content Actioned,content actioned,Unknown,hate speech,110.3,value in thousands,2022-07-01,2022,7,3,-0.4999999999999997,-0.8660254037844388,114.48907967032967,362.6427983539094,4.712229258281499,0,10,1,1,14,4
2022,7,facebook,Proactive Rate,content actioned,Proactive,regulated goods: drugs,99.5,value in percentage,2022-07-01,2022,7,3,-0.4999999999999997,-0.8660254037844388,114.48907967032967,68.04292035398231,4.61015772749913,0,15,1,0,27,3
2022,7,facebook,Content Actioned,content actioned,Unknown,regulated goods: drugs,7.6,value in thousands,2022-07-01,2022,7,3,-0.4999999999999997,-0.8660254037844388,114.48907967032967,68.04292035398231,2.151762203259462,0,10,1,1,27,4
2022,7,facebook,Proactive Rate,content actioned,Proactive,regulated goods: firearms,93.7,value in percentage,2022-07-01,2022,7,3,-0.4999999999999997,-0.8660254037844388,114.48907967032967,65.43859649122807,4.550714000192032,0,15,1,0,28,3
2022,7,facebook,Content Actioned,content actioned,Unknown,regulated goods: firearms,12.6,value in thousands,2022-07-01,2022,7,3,-0.4999999999999997,-0.8660254037844388,114.48907967032967,65.43859649122807,2.6100697927420065,0,10,1,1,28,4
2022,7,facebook,Proactive Rate,content actioned,Proactive,spam,99.6,value in percentage,2022-07-01,2022,7,3,-0.4999999999999997,-0.8660254037844388,114.48907967032967,108699.60666666667,4.611152257665639,0,15,1,0,32,3
2022,7,facebook,Content Actioned,content actioned,Unknown,spam,17.3,value in millions,2022-07-01,2022,7,3,-0.4999999999999997,-0.8660254037844388,114.48907967032967,108699.60666666667,2.9069010598473755,0,10,1,1,32,1
2022,7,facebook,Proactive Rate,content actioned,Proactive,suicide and self-injury,99.2,value in percentage,2022-07-01,2022,7,3,-0.4999999999999997,-0.8660254037844388,114.48907967032967,167.38962264150942,4.607168188650764,0,15,1,0,33,3
2022,7,facebook,Content Actioned,content actioned,Unknown,suicide and self-injury,380.8,value in thousands,2022-07-01,2022,7,3,-0.4999999999999997,-0.8660254037844388,114.48907967032967,167.38962264150942,5.944896911291647,0,10,1,1,33,4
2022,7,facebook,Proactive Rate,content actioned,Proactive,violence and incitement,96.6,value in percentage,2022-07-01,2022,7,3,-0.4999999999999997,-0.8660254037844388,114.48907967032967,125.37943925233645,4.580877493419047,0,15,1,0,38,3
2022,7,facebook,Content Actioned,content actioned,Unknown,violence and incitement,186.3,value in thousands,2022-07-01,2022,7,3,-0.4999999999999997,-0.8660254037844388,114.48907967032967,125.37943925233645,5.2327116094500425,0,10,1,1,38,4
2022,7,facebook,Proactive Rate,content actioned,Proactive,violent and graphic content,99.9,value in percentage,2022-07-01,2022,7,3,-0.4999999999999997,-0.8660254037844388,114.48907967032967,278.27434782608697,4.6141299273595635,0,15,1,0,39,3
2022,7,facebook,Content Actioned,content actioned,Unknown,violent and graphic content,2.3,value in millions,2022-07-01,2022,7,3,-0.4999999999999997,-0.8660254037844388,114.48907967032967,278.27434782608697,1.1939224684724346,0,10,1,1,39,1
2022,8,facebook,Proactive Rate,content actioned,Proactive,adult nudity and sexual activity,99.0,value in percentage,2022-08-01,2022,8,3,-0.8660254037844384,-0.5000000000000004,114.48907967032967,191.13304347826087,4.605170185988092,0,15,1,0,1,3
2022,8,facebook,Content Actioned,content actioned,Unknown,adult nudity and sexual activity,2.4,value in millions,2022-08-01,2022,8,3,-0.8660254037844384,-0.5000000000000004,114.48907967032967,191.13304347826087,1.2237754316221157,0,10,1,1,1,1
2022,8,facebook,Proactive Rate,content actioned,Proactive,bullying and harassment,62.3,value in percentage,2022-08-01,2022,8,3,-0.8660254037844384,-0.5000000000000004,114.48907967032967,197.25565217391306,4.147885329150131,0,15,1,0,3,3
2022,8,facebook,Content Actioned,content actioned,Unknown,bullying and harassment,235.2,value in thousands,2022-08-01,2022,8,3,-0.8660254037844384,-0.5000000000000004,114.48907967032967,197.25565217391306,5.464678903763262,0,10,1,1,3,4
2022,8,facebook,Proactive Rate,content actioned,Proactive,child endangerment - nudity and physical abuse,99.0,value in percentage,2022-08-01,2022,8,3,-0.8660254037844384,-0.5000000000000004,114.48907967032967,109.2233644859813,4.605170185988092,0,15,1,0,5,3
2022,8,facebook,Content Actioned,content actioned,Unknown,child endangerment - nudity and physical abuse,191.8,value in thousands,2022-08-01,2022,8,3,-0.8660254037844384,-0.5000000000000004,114.48907967032967,109.2233644859813,5.261653382176445,0,10,1,1,5,4
2022,8,facebook,Proactive Rate,content actioned,Proactive,child endangerment - sexual exploitation,99.8,value in percentage,2022-08-01,2022,8,3,-0.8660254037844384,-0.5000000000000004,114.48907967032967,194.28551401869157,4.613138355637268,0,15,1,0,6,3
2022,8,facebook,Content Actioned,content actioned,Unknown,child endangerment - sexual exploitation,957.8,value in thousands,2022-08-01,2022,8,3,-0.8660254037844384,-0.5000000000000004,114.48907967032967,194.28551401869157,6.8656825025602295,0,10,1,1,6,4
2022,8,facebook,Proactive Rate,content actioned,Proactive,dangerous organizations and individuals: organized hate,97.1,value in percentage,2022-08-01,2022,8,3,-0.8660254037844384,-0.5000000000000004,114.48907967032967,55.39217391304348,4.585987366571318,0,15,1,0,11,3
2022,8,facebook,Content Actioned,content actioned,Unknown,dangerous organizations and individuals: organized hate,9.9,value in thousands,2022-08-01,2022,8,3,-0.8660254037844384,-0.5000000000000004,114.48907967032967,55.39217391304348,2.388762789235098,0,10,1,1,11,4
2022,8,facebook,Proactive Rate,content actioned,Proactive,dangerous organizations and individuals: terrorism,98.6,value in percentage,2022-08-01,2022,8,3,-0.8660254037844384,-0.5000000000000004,114.48907967032967,98.71608695652174,4.601162164590552,0,15,1,0,12,3
2022,8,facebook,Content Actioned,content actioned,Unknown,dangerous organizations and individuals: terrorism,100.9,value in thousands,2022-08-01,2022,8,3,-0.8660254037844384,-0.5000000000000004,114.48907967032967,98.71608695652174,4.623991940228679,0,10,1,1,12,4
2022,8,facebook,Proactive Rate,content actioned,Proactive,hate speech,76.7,value in percentage,2022-08-01,2022,8,3,-0.8660254037844384,-0.5000000000000004,114.48907967032967,362.6427983539094,4.3528552573736015,0,15,1,0,14,3
2022,8,facebook,Content Actioned,content actioned,Unknown,hate speech,57.0,value in thousands,2022-08-01,2022,8,3,-0.8660254037844384,-0.5000000000000004,114.48907967032967,362.6427983539094,4.060443010546419,0,10,1,1,14,4
2022,8,facebook,Proactive Rate,content actioned,Proactive,regulated goods: drugs,95.5,value in percentage,2022-08-01,2022,8,3,-0.8660254037844384,-0.5000000000000004,114.48907967032967,68.04292035398231,4.56954300834494,0,15,1,0,27,3
2022,8,facebook,Content Actioned,content actioned,Unknown,regulated goods: drugs,10.4,value in thousands,2022-08-01,2022,8,3,-0.8660254037844384,-0.5000000000000004,114.48907967032967,68.04292035398231,2.4336133554004498,0,10,1,1,27,4
2022,8,facebook,Proactive Rate,content actioned,Proactive,regulated goods: firearms,86.9,value in percentage,2022-08-01,2022,8,3,-0.8660254037844384,-0.5000000000000004,114.48907967032967,65.43859649122807,4.476199804691132,0,15,1,0,28,3
2022,8,facebook,Content Actioned,content actioned,Unknown,regulated goods: firearms,41.9,value in thousands,2022-08-01,2022,8,3,-0.8660254037844384,-0.5000000000000004,114.48907967032967,65.43859649122807,3.758871825933971,0,10,1,1,28,4
2022,8,facebook,Proactive Rate,content actioned,Proactive,spam,98.9,value in percentage,2022-08-01,2022,8,3,-0.8660254037844384,-0.5000000000000004,114.48907967032967,108699.60666666667,4.604169685654508,0,15,1,0,32,3
2022,8,facebook,Content Actioned,content actioned,Unknown,spam,12.6,value in millions,2022-08-01,2022,8,3,-0.8660254037844384,-0.5000000000000004,114.48907967032967,108699.60666666667,2.6100697927420065,0,10,1,1,32,1
2022,8,facebook,Proactive Rate,content actioned,Proactive,suicide and self-injury,99.0,value in percentage,2022-08-01,2022,8,3,-0.8660254037844384,-0.5000000000000004,114.48907967032967,167.38962264150942,4.605170185988092,0,15,1,0,33,3
2022,8,facebook,Content Actioned,content actioned,Unknown,suicide and self-injury,344.9,value in thousands,2022-08-01,2022,8,3,-0.8660254037844384,-0.5000000000000004,114.48907967032967,167.38962264150942,5.846149715943123,0,10,1,1,33,4
2022,8,facebook,Proactive Rate,content actioned,Proactive,violence and incitement,88.1,value in percentage,2022-08-01,2022,8,3,-0.8660254037844384,-0.5000000000000004,114.48907967032967,125.37943925233645,4.489759334476764,0,15,1,0,38,3
2022,8,facebook,Content Actioned,content actioned,Unknown,violence and incitement,174.8,value in thousands,2022-08-01,2022,8,3,-0.8660254037844384,-0.5000000000000004,114.48907967032967,125.37943925233645,5.169346985251076,0,10,1,1,38,4
2022,8,facebook,Proactive Rate,content actioned,Proactive,violent and graphic content,99.8,value in percentage,2022-08-01,2022,8,3,-0.8660254037844384,-0.5000000000000004,114.48907967032967,278.27434782608697,4.613138355637268,0,15,1,0,39,3
2022,8,facebook,Content Actioned,content actioned,Unknown,violent and graphic content,2.2,value in millions,2022-08-01,2022,8,3,-0.8660254037844384,-0.5000000000000004,114.48907967032967,278.27434782608697,1.1631508098056809,0,10,1,1,39,1
2022,9,facebook,Proactive Rate,content actioned,Proactive,adult nudity and sexual activity,98.9,value in percentage,2022-09-01,2022,9,3,-1.0,-1.8369701987210297e-16,114.48907967032967,191.13304347826087,4.604169685654508,0,15,1,0,1,3
2022,9,facebook,Content Actioned,content actioned,Unknown,adult nudity and sexual activity,2.9,value in millions,2022-09-01,2022,9,3,-1.0,-1.8369701987210297e-16,114.48907967032967,191.13304347826087,1.3609765531356006,0,10,1,1,1,1
2022,9,facebook,Proactive Rate,content actioned,Proactive,bullying and harassment,48.1,value in percentage,2022-09-01,2022,9,3,-1.0,-1.8369701987210297e-16,114.48907967032967,197.25565217391306,3.893859034800475,0,15,1,0,3,3
2022,9,facebook,Content Actioned,content actioned,Unknown,bullying and harassment,237.8,value in thousands,2022-09-01,2022,9,3,-1.0,-1.8369701987210297e-16,114.48907967032967,197.25565217391306,5.475626381518447,0,10,1,1,3,4
2022,9,facebook,Proactive Rate,content actioned,Proactive,child endangerment - nudity and physical abuse,99.5,value in percentage,2022-09-01,2022,9,3,-1.0,-1.8369701987210297e-16,114.48907967032967,109.2233644859813,4.61015772749913,0,15,1,0,5,3
2022,9,facebook,Content Actioned,content actioned,Unknown,child endangerment - nudity and physical abuse,359.6,value in thousands,2022-09-01,2022,9,3,-1.0,-1.8369701987210297e-16,114.48907967032967,109.2233644859813,5.887769310769217,0,10,1,1,5,4
2022,9,facebook,Proactive Rate,content actioned,Proactive,child endangerment - sexual exploitation,99.6,value in percentage,2022-09-01,2022,9,3,-1.0,-1.8369701987210297e-16,114.48907967032967,194.28551401869157,4.611152257665639,0,15,1,0,6,3
2022,9,facebook,Content Actioned,content actioned,Unknown,child endangerment - sexual exploitation,433.9,value in thousands,2022-09-01,2022,9,3,-1.0,-1.8369701987210297e-16,114.48907967032967,194.28551401869157,6.075116119603592,0,10,1,1,6,4
2022,9,facebook,Proactive Rate,content actioned,Proactive,dangerous organizations and individuals: organized hate,97.1,value in percentage,2022-09-01,2022,9,3,-1.0,-1.8369701987210297e-16,114.48907967032967,55.39217391304348,4.585987366571318,0,15,1,0,11,3
2022,9,facebook,Content Actioned,content actioned,Unknown,dangerous organizations and individuals: organized hate,12.6,value in thousands,2022-09-01,2022,9,3,-1.0,-1.8369701987210297e-16,114.48907967032967,55.39217391304348,2.6100697927420065,0,10,1,1,11,4
2022,9,facebook,Proactive Rate,content actioned,Proactive,dangerous organizations and individuals: terrorism,98.5,value in percentage,2022-09-01,2022,9,3,-1.0,-1.8369701987210297e-16,114.48907967032967,98.71608695652174,4.600157644164547,0,15,1,0,12,3
2022,9,facebook,Content Actioned,content actioned,Unknown,dangerous organizations and individuals: terrorism,103.1,value in thousands,2022-09-01,2022,9,3,-1.0,-1.8369701987210297e-16,114.48907967032967,98.71608695652174,4.645351975620923,0,10,1,1,12,4
2022,9,facebook,Proactive Rate,content actioned,Proactive,hate speech,62.6,value in percentage,2022-09-01,2022,9,3,-1.0,-1.8369701987210297e-16,114.48907967032967,362.6427983539094,4.152613470346076,0,15,1,0,14,3
2022,9,facebook,Content Actioned,content actioned,Unknown,hate speech,60.7,value in thousands,2022-09-01,2022,9,3,-1.0,-1.8369701987210297e-16,114.48907967032967,362.6427983539094,4.122283930911342,0,10,1,1,14,4
2022,9,facebook,Proactive Rate,content actioned,Proactive,regulated goods: drugs,97.0,value in percentage,2022-09-01,2022,9,3,-1.0,-1.8369701987210297e-16,114.48907967032967,68.04292035398231,4.584967478670572,0,15,1,0,27,3
2022,9,facebook,Content Actioned,content actioned,Unknown,regulated goods: drugs,8.4,value in thousands,2022-09-01,2022,9,3,-1.0,-1.8369701987210297e-16,114.48907967032967,68.04292035398231,2.2407096892759584,0,10,1,1,27,4
2022,9,facebook,Proactive Rate,content actioned,Proactive,regulated goods: firearms,93.1,value in percentage,2022-09-01,2022,9,3,-1.0,-1.8369701987210297e-16,114.48907967032967,65.43859649122807,4.544358046591334,0,15,1,0,28,3
2022,9,facebook,Content Actioned,content actioned,Unknown,regulated goods: firearms,74.1,value in thousands,2022-09-01,2022,9,3,-1.0,-1.8369701987210297e-16,114.48907967032967,65.43859649122807,4.318820558770089,0,10,1,1,28,4
2022,9,facebook,Proactive Rate,content actioned,Proactive,spam,99.0,value in percentage,2022-09-01,2022,9,3,-1.0,-1.8369701987210297e-16,114.48907967032967,108699.60666666667,4.605170185988092,0,15,1,0,32,3
2022,9,facebook,Content Actioned,content actioned,Unknown,spam,23.3,value in millions,2022-09-01,2022,9,3,-1.0,-1.8369701987210297e-16,114.48907967032967,108699.60666666667,3.190476350346503,0,10,1,1,32,1
2022,9,facebook,Proactive Rate,content actioned,Proactive,suicide and self-injury,98.6,value in percentage,2022-09-01,2022,9,3,-1.0,-1.8369701987210297e-16,114.48907967032967,167.38962264150942,4.601162164590552,0,15,1,0,33,3
2022,9,facebook,Content Actioned,content actioned,Unknown,suicide and self-injury,307.0,value in thousands,2022-09-01,2022,9,3,-1.0,-1.8369701987210297e-16,114.48907967032967,167.38962264150942,5.730099782973575,0,10,1,1,33,4
2022,9,facebook,Proactive Rate,content actioned,Proactive,violence and incitement,81.6,value in percentage,2022-09-01,2022,9,3,-1.0,-1.8369701987210297e-16,114.48907967032967,125.37943925233645,4.414009680526933,0,15,1,0,38,3
2022,9,facebook,Content Actioned,content actioned,Unknown,violence and incitement,218.0,value in thousands,2022-09-01,2022,9,3,-1.0,-1.8369701987210297e-16,114.48907967032967,125.37943925233645,5.389071729816501,0,10,1,1,38,4
2022,9,facebook,Proactive Rate,content actioned,Proactive,violent and graphic content,99.7,value in percentage,2022-09-01,2022,9,3,-1.0,-1.8369701987210297e-16,114.48907967032967,278.27434782608697,4.612145799724517,0,15,1,0,39,3
2022,9,facebook,Content Actioned,content actioned,Unknown,violent and graphic content,2.7,value in millions,2022-09-01,2022,9,3,-1.0,-1.8369701987210297e-16,114.48907967032967,278.27434782608697,1.308332819650179,0,10,1,1,39,1
2022,10,facebook,Proactive Rate,content actioned,Proactive,adult nudity and sexual activity,97.8,value in percentage,2022-10-01,2022,10,4,-0.8660254037844386,0.5000000000000001,114.48907967032967,191.13304347826087,4.593097604753822,0,15,1,0,1,3
2022,10,facebook,Content Actioned,content actioned,Unknown,adult nudity and sexual activity,2.0,value in millions,2022-10-01,2022,10,4,-0.8660254037844386,0.5000000000000001,114.48907967032967,191.13304347826087,1.0986122886681096,0,10,1,1,1,1
2022,10,facebook,Proactive Rate,content actioned,Proactive,bullying and harassment,56.2,value in percentage,2022-10-01,2022,10,4,-0.8660254037844386,0.5000000000000001,114.48907967032967,197.25565217391306,4.046553898385752,0,15,1,0,3,3
2022,10,facebook,Content Actioned,content actioned,Unknown,bullying and harassment,203.4,value in thousands,2022-10-01,2022,10,4,-0.8660254037844386,0.5000000000000001,114.48907967032967,197.25565217391306,5.320078858329549,0,10,1,1,3,4
2022,10,facebook,Proactive Rate,content actioned,Proactive,child endangerment - nudity and physical abuse,99.4,value in percentage,2022-10-01,2022,10,4,-0.8660254037844386,0.5000000000000001,114.48907967032967,109.2233644859813,4.609162207257629,0,15,1,0,5,3
2022,10,facebook,Content Actioned,content actioned,Unknown,child endangerment - nudity and physical abuse,202.4,value in thousands,2022-10-01,2022,10,4,-0.8660254037844386,0.5000000000000001,114.48907967032967,109.2233644859813,5.315174483614459,0,10,1,1,5,4
2022,10,facebook,Proactive Rate,content actioned,Proactive,child endangerment - sexual exploitation,99.6,value in percentage,2022-10-01,2022,10,4,-0.8660254037844386,0.5000000000000001,114.48907967032967,194.28551401869157,4.611152257665639,0,15,1,0,6,3
2022,10,facebook,Content Actioned,content actioned,Unknown,child endangerment - sexual exploitation,364.8,value in thousands,2022-10-01,2022,10,4,-0.8660254037844386,0.5000000000000001,114.48907967032967,194.28551401869157,5.9020867359567655,0,10,1,1,6,4
2022,10,facebook,Proactive Rate,content actioned,Proactive,dangerous organizations and individuals: organized hate,98.6,value in percentage,2022-10-01,2022,10,4,-0.8660254037844386,0.5000000000000001,114.48907967032967,55.39217391304348,4.601162164590552,0,15,1,0,11,3
2022,10,facebook,Content Actioned,content actioned,Unknown,dangerous organizations and individuals: organized hate,15.2,value in thousands,2022-10-01,2022,10,4,-0.8660254037844386,0.5000000000000001,114.48907967032967,55.39217391304348,2.785011242238338,0,10,1,1,11,4
2022,10,facebook,Proactive Rate,content actioned,Proactive,dangerous organizations and individuals: terrorism,98.8,value in percentage,2022-10-01,2022,10,4,-0.8660254037844386,0.5000000000000001,114.48907967032967,98.71608695652174,4.603168183317418,0,15,1,0,12,3
2022,10,facebook,Content Actioned,content actioned,Unknown,dangerous organizations and individuals: terrorism,81.0,value in thousands,2022-10-01,2022,10,4,-0.8660254037844386,0.5000000000000001,114.48907967032967,98.71608695652174,4.406719247264253,0,10,1,1,12,4
2022,10,facebook,Proactive Rate,content actioned,Proactive,hate speech,62.9,value in percentage,2022-10-01,2022,10,4,-0.8660254037844386,0.5000000000000001,114.48907967032967,362.6427983539094,4.157319361383489,0,15,1,0,14,3
2022,10,facebook,Content Actioned,content actioned,Unknown,hate speech,86.1,value in thousands,2022-10-01,2022,10,4,-0.8660254037844386,0.5000000000000001,114.48907967032967,362.6427983539094,4.467056883858457,0,10,1,1,14,4
2022,10,facebook,Proactive Rate,content actioned,Proactive,regulated goods: drugs,99.2,value in percentage,2022-10-01,2022,10,4,-0.8660254037844386,0.5000000000000001,114.48907967032967,68.04292035398231,4.607168188650764,0,15,1,0,27,3
2022,10,facebook,Content Actioned,content actioned,Unknown,regulated goods: drugs,9.9,value in thousands,2022-10-01,2022,10,4,-0.8660254037844386,0.5000000000000001,114.48907967032967,68.04292035398231,2.388762789235098,0,10,1,1,27,4
2022,10,facebook,Proactive Rate,content actioned,Proactive,regulated goods: firearms,97.8,value in percentage,2022-10-01,2022,10,4,-0.8660254037844386,0.5000000000000001,114.48907967032967,65.43859649122807,4.593097604753822,0,15,1,0,28,3
2022,10,facebook,Content Actioned,content actioned,Unknown,regulated goods: firearms,50.3,value in thousands,2022-10-01,2022,10,4,-0.8660254037844386,0.5000000000000001,114.48907967032967,65.43859649122807,3.937690752176724,0,10,1,1,28,4
2022,10,facebook,Proactive Rate,content actioned,Proactive,spam,99.2,value in percentage,2022-10-01,2022,10,4,-0.8660254037844386,0.5000000000000001,114.48907967032967,108699.60666666667,4.607168188650764,0,15,1,0,32,3
2022,10,facebook,Content Actioned,content actioned,Unknown,spam,24.3,value in millions,2022-10-01,2022,10,4,-0.8660254037844386,0.5000000000000001,114.48907967032967,108699.60666666667,3.2308043957334744,0,10,1,1,32,1
2022,10,facebook,Proactive Rate,content actioned,Proactive,suicide and self-injury,99.0,value in percentage,2022-10-01,2022,10,4,-0.8660254037844386,0.5000000000000001,114.48907967032967,167.38962264150942,4.605170185988092,0,15,1,0,33,3
2022,10,facebook,Content Actioned,content actioned,Unknown,suicide and self-injury,314.7,value in thousands,2022-10-01,2022,10,4,-0.8660254037844386,0.5000000000000001,114.48907967032967,167.38962264150942,5.754792395563946,0,10,1,1,33,4
2022,10,facebook,Proactive Rate,content actioned,Proactive,violence and incitement,78.3,value in percentage,2022-10-01,2022,10,4,-0.8660254037844386,0.5000000000000001,114.48907967032967,125.37943925233645,4.373238128640803,0,15,1,0,38,3
2022,10,facebook,Content Actioned,content actioned,Unknown,violence and incitement,267.7,value in thousands,2022-10-01,2022,10,4,-0.8660254037844386,0.5000000000000001,114.48907967032967,125.37943925233645,5.593595515621446,0,10,1,1,38,4
2022,10,facebook,Proactive Rate,content actioned,Proactive,violent and graphic content,99.4,value in percentage,2022-10-01,2022,10,4,-0.8660254037844386,0.5000000000000001,114.48907967032967,278.27434782608697,4.609162207257629,0,15,1,0,39,3
2022,10,facebook,Content Actioned,content actioned,Unknown,violent and graphic content,1.3,value in millions,2022-10-01,2022,10,4,-0.8660254037844386,0.5000000000000001,114.48907967032967,278.27434782608697,0.832909122935104,0,10,1,1,39,1
2022,11,facebook,Proactive Rate,content actioned,Proactive,adult nudity and sexual activity,98.0,value in percentage,2022-11-01,2022,11,4,-0.5000000000000004,0.8660254037844384,114.48907967032967,191.13304347826087,4.59511985013459,0,15,1,0,1,3
2022,11,facebook,Content Actioned,content actioned,Unknown,adult nudity and sexual activity,1.8,value in millions,2022-11-01,2022,11,4,-0.5000000000000004,0.8660254037844384,114.48907967032967,191.13304347826087,1.0296194171811583,0,10,1,1,1,1
2022,11,facebook,Proactive Rate,content actioned,Proactive,bullying and harassment,64.4,value in percentage,2022-11-01,2022,11,4,-0.5000000000000004,0.8660254037844384,114.48907967032967,197.25565217391306,4.180522258463153,0,15,1,0,3,3
2022,11,facebook,Content Actioned,content actioned,Unknown,bullying and harassment,236.3,value in thousands,2022-11-01,2022,11,4,-0.5000000000000004,0.8660254037844384,114.48907967032967,197.25565217391306,5.469325163441718,0,10,1,1,3,4
2022,11,facebook,Proactive Rate,content actioned,Proactive,child endangerment - nudity and physical abuse,98.4,value in percentage,2022-11-01,2022,11,4,-0.5000000000000004,0.8660254037844384,114.48907967032967,109.2233644859813,4.599152113662528,0,15,1,0,5,3
2022,11,facebook,Content Actioned,content actioned,Unknown,child endangerment - nudity and physical abuse,210.8,value in thousands,2022-11-01,2022,11,4,-0.5000000000000004,0.8660254037844384,114.48907967032967,109.2233644859813,5.355642433167306,0,10,1,1,5,4
2022,11,facebook,Proactive Rate,content actioned,Proactive,child endangerment - sexual exploitation,97.3,value in percentage,2022-11-01,2022,11,4,-0.5000000000000004,0.8660254037844384,114.48907967032967,194.28551401869157,4.5880240271531205,0,15,1,0,6,3
2022,11,facebook,Content Actioned,content actioned,Unknown,child endangerment - sexual exploitation,330.3,value in thousands,2022-11-01,2022,11,4,-0.5000000000000004,0.8660254037844384,114.48907967032967,194.28551401869157,5.80302430930585,0,10,1,1,6,4
2022,11,facebook,Proactive Rate,content actioned,Proactive,dangerous organizations and individuals: organized hate,95.8,value in percentage,2022-11-01,2022,11,4,-0.5000000000000004,0.8660254037844384,114.48907967032967,55.39217391304348,4.572646994282532,0,15,1,0,11,3
2022,11,facebook,Content Actioned,content actioned,Unknown,dangerous organizations and individuals: organized hate,4.7,value in thousands,2022-11-01,2022,11,4,-0.5000000000000004,0.8660254037844384,114.48907967032967,55.39217391304348,1.7404661748405044,0,10,1,1,11,4
2022,11,facebook,Proactive Rate,content actioned,Proactive,dangerous organizations and individuals: terrorism,98.9,value in percentage,2022-11-01,2022,11,4,-0.5000000000000004,0.8660254037844384,114.48907967032967,98.71608695652174,4.604169685654508,0,15,1,0,12,3
2022,11,facebook,Content Actioned,content actioned,Unknown,dangerous organizations and individuals: terrorism,124.8,value in thousands,2022-11-01,2022,11,4,-0.5000000000000004,0.8660254037844384,114.48907967032967,98.71608695652174,4.8346933442663405,0,10,1,1,12,4
2022,11,facebook,Proactive Rate,content actioned,Proactive,hate speech,66.9,value in percentage,2022-11-01,2022,11,4,-0.5000000000000004,0.8660254037844384,114.48907967032967,362.6427983539094,4.21803603456465,0,15,1,0,14,3
2022,11,facebook,Content Actioned,content actioned,Unknown,hate speech,88.1,value in thousands,2022-11-01,2022,11,4,-0.5000000000000004,0.8660254037844384,114.48907967032967,362.6427983539094,4.489759334476764,0,10,1,1,14,4
2022,11,facebook,Proactive Rate,content actioned,Proactive,regulated goods: drugs,99.5,value in percentage,2022-11-01,2022,11,4,-0.5000000000000004,0.8660254037844384,114.48907967032967,68.04292035398231,4.61015772749913,0,15,1,0,27,3
2022,11,facebook,Content Actioned,content actioned,Unknown,regulated goods: drugs,12.5,value in thousands,2022-11-01,2022,11,4,-0.5000000000000004,0.8660254037844384,114.48907967032967,68.04292035398231,2.6026896854443837,0,10,1,1,27,4
2022,11,facebook,Proactive Rate,content actioned,Proactive,regulated goods: firearms,98.8,value in percentage,2022-11-01,2022,11,4,-0.5000000000000004,0.8660254037844384,114.48907967032967,65.43859649122807,4.603168183317418,0,15,1,0,28,3
2022,11,facebook,Content Actioned,content actioned,Unknown,regulated goods: firearms,50.2,value in thousands,2022-11-01,2022,11,4,-0.5000000000000004,0.8660254037844384,114.48907967032967,65.43859649122807,3.9357395320454622,0,10,1,1,28,4
2022,11,facebook,Proactive Rate,content actioned,Proactive,spam,99.2,value in percentage,2022-11-01,2022,11,4,-0.5000000000000004,0.8660254037844384,114.48907967032967,108699.60666666667,4.607168188650764,0,15,1,0,32,3
2022,11,facebook,Content Actioned,content actioned,Unknown,spam,14.9,value in millions,2022-11-01,2022,11,4,-0.5000000000000004,0.8660254037844384,114.48907967032967,108699.60666666667,2.766319109226186,0,10,1,1,32,1
2022,11,facebook,Proactive Rate,content actioned,Proactive,suicide and self-injury,98.7,value in percentage,2022-11-01,2022,11,4,-0.5000000000000004,0.8660254037844384,114.48907967032967,167.38962264150942,4.602165676967792,0,15,1,0,33,3
2022,11,facebook,Content Actioned,content actioned,Unknown,suicide and self-injury,332.7,value in thousands,2022-11-01,2022,11,4,-0.5000000000000004,0.8660254037844384,114.48907967032967,167.38962264150942,5.810242385757328,0,10,1,1,33,4
